ArrayExpress_Sex_s	ArrayExpress_Species_s	ArrayExpress_StrainOrLine_s	AssemblyName_s	AvgSpotLen_l	BioSample_s	Center_Name_s	Experiment_s	InsertSize_l	Instrument_s	LibraryLayout_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	Organism_s	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Description_s	Sample_Name_s	Strain_s	sample_description_s	strain_s	Assay_Type_s	BioProject_s	Consent_s	LibrarySelection_s	LibrarySource_s	Platform_s	SRA_Study_s
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	101	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707145	0	Illumina HiSeq 2000	SINGLE		2016-02-24	385	181	Mus musculus	2015-02-21	ERR763864	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	101	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707146	0	Illumina HiSeq 2000	SINGLE		2016-02-25	385	191	Mus musculus	2015-02-21	ERR763865	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	101	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707147	0	Illumina HiSeq 2000	SINGLE		2016-02-25	385	192	Mus musculus	2015-02-21	ERR763866	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	101	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707148	0	Illumina HiSeq 2000	SINGLE		2016-02-25	115	63	Mus musculus	2015-02-21	ERR763867	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707149	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	373	Mus musculus	2015-02-21	ERR763868	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707150	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	370	Mus musculus	2015-02-21	ERR763869	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707151	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	386	Mus musculus	2015-02-21	ERR763870	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707152	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	385	Mus musculus	2015-02-21	ERR763871	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707153	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	402	Mus musculus	2015-02-21	ERR763872	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707154	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	401	Mus musculus	2015-02-21	ERR763873	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707155	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	381	Mus musculus	2015-02-21	ERR763874	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707156	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	369	Mus musculus	2015-02-21	ERR763875	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707157	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	386	Mus musculus	2015-02-21	ERR763876	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707158	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	380	Mus musculus	2015-02-21	ERR763877	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707159	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	398	Mus musculus	2015-02-21	ERR763878	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707160	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	400	Mus musculus	2015-02-21	ERR763879	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707161	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	393	Mus musculus	2015-02-21	ERR763880	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707162	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	366	Mus musculus	2015-02-21	ERR763881	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707163	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	375	Mus musculus	2015-02-21	ERR763882	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707164	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	381	Mus musculus	2015-02-21	ERR763883	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707165	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	386	Mus musculus	2015-02-21	ERR763884	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707166	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	400	Mus musculus	2015-02-21	ERR763885	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707167	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	398	Mus musculus	2015-02-21	ERR763886	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707168	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	355	Mus musculus	2015-02-21	ERR763887	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707169	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	347	Mus musculus	2015-02-21	ERR763888	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707170	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	366	Mus musculus	2015-02-21	ERR763889	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707171	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	361	Mus musculus	2015-02-21	ERR763890	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707172	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	383	Mus musculus	2015-02-21	ERR763891	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707173	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	380	Mus musculus	2015-02-21	ERR763892	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707174	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	378	Mus musculus	2015-02-21	ERR763893	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707175	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	352	Mus musculus	2015-02-21	ERR763894	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707176	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	361	Mus musculus	2015-02-21	ERR763895	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707177	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	367	Mus musculus	2015-02-21	ERR763896	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707178	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	369	Mus musculus	2015-02-21	ERR763897	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707179	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	386	Mus musculus	2015-02-21	ERR763898	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707180	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	385	Mus musculus	2015-02-21	ERR763899	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707181	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	366	Mus musculus	2015-02-21	ERR763900	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707182	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	354	Mus musculus	2015-02-21	ERR763901	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707183	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	368	Mus musculus	2015-02-21	ERR763902	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707184	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	363	Mus musculus	2015-02-21	ERR763903	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707185	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	380	Mus musculus	2015-02-21	ERR763904	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707186	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	391	Mus musculus	2015-02-21	ERR763905	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	MOLF_EiJ	GCF_000001635.20	202	SAMEA3257416	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707187	250	Illumina HiSeq 2000	PAIRED		2016-02-25	690	358	Mus musculus	2015-02-21	ERR763906	ERS661330		MOLF_EiJ-sc-2231309		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	MOLF_EiJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	NZB_B1NJ	GCF_000001635.20	202	SAMEA3257417	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707188	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	370	Mus musculus	2015-02-21	ERR763907	ERS661331		NZB_B1NJ-sc-2231310		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	NZB_B1NJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	NZB_B1NJ	GCF_000001635.20	202	SAMEA3257417	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707189	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	380	Mus musculus	2015-02-21	ERR763908	ERS661331		NZB_B1NJ-sc-2231310		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	NZB_B1NJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	NZB_B1NJ	GCF_000001635.20	202	SAMEA3257417	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707190	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	377	Mus musculus	2015-02-21	ERR763909	ERS661331		NZB_B1NJ-sc-2231310		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	NZB_B1NJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	NZB_B1NJ	GCF_000001635.20	202	SAMEA3257417	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707191	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	390	Mus musculus	2015-02-21	ERR763910	ERS661331		NZB_B1NJ-sc-2231310		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	NZB_B1NJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	NZB_B1NJ	GCF_000001635.20	202	SAMEA3257417	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707192	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	387	Mus musculus	2015-02-21	ERR763911	ERS661331		NZB_B1NJ-sc-2231310		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	NZB_B1NJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	NZB_B1NJ	GCF_000001635.20	202	SAMEA3257417	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707193	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	399	Mus musculus	2015-02-21	ERR763912	ERS661331		NZB_B1NJ-sc-2231310		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	NZB_B1NJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	NZB_B1NJ	GCF_000001635.20	202	SAMEA3257417	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707194	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	416	Mus musculus	2015-02-21	ERR763913	ERS661331		NZB_B1NJ-sc-2231310		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	NZB_B1NJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	NZB_B1NJ	GCF_000001635.20	202	SAMEA3257417	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707195	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	376	Mus musculus	2015-02-21	ERR763914	ERS661331		NZB_B1NJ-sc-2231310		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	NZB_B1NJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	NZB_B1NJ	GCF_000001635.20	202	SAMEA3257417	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707196	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	385	Mus musculus	2015-02-21	ERR763915	ERS661331		NZB_B1NJ-sc-2231310		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	NZB_B1NJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	NZB_B1NJ	GCF_000001635.20	202	SAMEA3257417	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX707197	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	381	Mus musculus	2015-02-21	ERR763916	ERS661331		NZB_B1NJ-sc-2231310		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	NZB_B1NJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
